report_date,online_store,upc,retailer_product_code,brand,category,sub_category,product_description,review_date,review_rating,review_title,review_text,is_competitor,manufacturer,market,matched_keywords,time_of_publication,url,review_type,parent_review,manufacturers_response,dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,verified_purchase,helpful_review_count,review_hash_id
21032019,boots,501145e12,1132520,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,19022019,5,feeling refreshed,this is the best thing i have tried my skin feels smooth and refreshed and i love it and cant believe i never used it before its now part of my daily routine i absolutely love it and would definitely recommend this to everyone who wants to feel refreshed this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,377f9dd57e2a90361feb9523722c2e06
21032019,boots,501145e12,1132520,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,19022019,4,amazing results,its so gentle on your skin and makes it feel smooth and soft it doesnt make your skin feel tight like other toners can it smells nice too i use it once a day in the mornings and it does the job effectively this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,b5a8140a301296f4f7b208d5a257351a
21032019,boots,501145e12,1132520,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,19022019,5,amazing toner,ive always been a fan of simple and this product did not let the brand down this is so gentle on my sensitive skin and left my skin feeling hydrated and refreshed would defiantly recommend and i will defiantly be repurchasing the product once ive finished this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,c3f7176f8847ef68c652d2ae51505125
21032019,boots,501145e12,1132520,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,19022019,5,lovely toner gentle on skin,i am in really impressed with this toner ive tried many in the past that didnt agree with my sensitive skin however i love this its gentle on my skin and after applying my skin feels tighter and smooth this is now an important part of my daily skin routine this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,943037693c77305bb68a9ad222a36563
21032019,boots,501145e12,1132520,simple,personal care,skin care,simple kind to skin soothing facial toner 200ml,19022019,5,lovely gentle toner,im glad i went back to this toner id been using micellar water and it had been irritating my skin but once i started using simple toner my skin is back to normal its gentle on my skin and once ive used all of this i shall be buying more this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,toners,toners,na,na,na,retailer core of the core,core of the core,false,0,2ad2640b23a245b663aacfb2baed0ead
21032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,19022019,5,good wipes,i bought these wipes to help clean my face and take make up off at the end of the night they was very good at taking the make up off you only needed 2wiped to wake a whole face of make up off my face felt clean after using the wipes and they didnt dry my skin out this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,ca822e423585e1412f8f583e7b76988a
21032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,19022019,4,refreshing and effective,i tried these on a fairly dry swatch of quite concealer on my hand and it took all but a faint stain off which was quite impressive for a face wipe on my face they feel refreshing cool and leave the slightest tingle of clean behind you can see on the wipe that theyre taking off the yuck of the day along with any makeup yes including most of my mascara i might have put more wipes in the pack enough for a month of one a day but thats probably my main niggle this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,b3f6afe299bcc63a078aed0c20d015bb
21032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,19022019,5,great for sensitive skin,i was cautious at first when using these wipes i suffer with sensitive skin and often get a stinging feeling if using even sensitive fragrance free wipes these were totally different really moist so no rubbing required and a very light waterlike feeling will continue to use this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,0381898871563106b150ab8016a49d7e
21032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,19022019,4,nice fragranced wipes,nice product colourful packaging smell nicethey took off my makeup easily got most of it off still had to use a face wash to get rid of a few bits of makeup off my facenot dried out they have kept the moisture well only drawback is theres only 25 wipes included so about 3 weeks worth or less should include more so at least a months supply this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,d12c9de7e83292107146173c5ad61689
21032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,19022019,5,amazing,i went away for the weekend and decided to use these wet wipes i think they are amazing the wipe is a great size and removed all of my make up including mascara my face isnt feel sore or look red after which was great this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,571e28e84c0a8a8fa658a4bff9961109
21032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,19022019,5,makes skin feel soft and clean,makes my skin feel so soft and clean after use much better than just using baby wipes like i was using before makes me feel as though it has really lifted all the dirt and makeup off removes eye makeup easily too this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,37a3aaf6305cf910cfd85856ea49099f
21032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,19022019,5,great for on the go,i bought these simple wipes about a month ago i love the scent and how well they clean my face and they are great for on the go for a quick skin pick up and they tone my skin as well and i love the little mix design as it makes them stand out this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,cfffb7fe3457b5dcd91c1d27ac92e5b8
21032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,19022019,3,lovely smell and do an ok job of removing makeup,these wipes have a lovely fragrance and do an ok job of taking of makeup however i was wearing a light coverage foundation i think if i was wearing a fuller coverage it may of been a different story they were also slightly on the dry side so they didnt feel great when taking makeup off but all in all theyre not bad to quickly take a light coverage makeup off this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,b7d623c1b2ce68ecce840584b9f76371
21032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,19022019,5,wow amazing,so i purchased these wipes as i love simple products they smell absolutely amazing and are very nice on the skin these are my new favourite wipes and i cant wait to purchase again great value for money this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,28043a4dc1b042a9287865bb924e65fc
21032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,19022019,5,amazing,i bought this a couple of weeks ago and i have noticed that since use my skin has become clearer and has looked more glowy i had struggled with my skin and i normally use micellar water for my skin which is a hit or miss as to whether it works but these wipes are more convenient as i can keep them beside my bed and use them whenever needed without much effort this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,d0c61a3b051f4acb5a4e70c3bffc58e4
21032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,19022019,5,awsome,i recieved these wipes a couple of days ago and i havent stopped using them since they dont dry out easily and it has a lot of product on the wipe it leaves my face very smooth and i would 100 buy this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,124507070188726ead5bdf951e87a573
21032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,19022019,5,amazing,i revived this product a week ago now i usually use completely different make for my make up wipes but have fallen in love with these ones and will deffinalty be purchasing again i have very dry sensitive skin and i havent had one issue using these usually i struggle to fondness a make up while that doesnt leave a reaction on my face this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,ad599b6d6d0b37949f99387c5ea2b587
21032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,19022019,4,seems useful,simple micellar wipes limited addition little mix the wipes seem alright to use however not that easy ive used previous wipes in the past like baby wipes and they seem easier to wipe makeup off packaging is beautiful not going to lie they are useful to get makeup off your hands or your eyes but with foundation just gotta scrub more would be nice with a smell i know they say no artificial perfume but something else would be nice it states that the wipes dont contain alcohol however on the back in small writing i see that it says it uses cetearyl alcohol which is still a form of alcohol apart from that i would use them if i needed too and reccomend the product as an okay product to buy this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,027bb34571696e07f649da6b89b12463
21032019,boots,871256e12,6278566,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,19022019,4,good everyday wipes,tried these wipes instead of my usual ones for the last week they removed my makeup well and didnt leave my face feeling dry at all would be good if they were slightly thicker but good considering the price would buy again this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,1ffe8805bd0b6e4ec07ca021281ac107
21032019,boots,871256e12,3851133,dove,personal care,skin cleansing,dove deeply nourishing body wash 500ml,01032019,5,great value,i love dove soap the bar and the liquid soap are both amazing they lather up great and always leave me feeling super clean i can even smell the soap on me after i leave the shower which i love it always leaves my skin feeling great,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin cleansing,shower general,shower general,na,na,na,retailer core of the core,core of the core,false,0,ba1f11361bf6c8fd7531cdd5c0619d80
21032019,boots,871256e12,3851133,dove,personal care,skin cleansing,dove deeply nourishing body wash 500ml,01032019,5,great value,love this body wash all the dove line is a favourite for me but this one i really like as not heavy scented really leaves my skin with a soft moisturized and nourished feeling i buy this one frequently,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin cleansing,shower general,shower general,na,na,na,retailer core of the core,core of the core,false,0,cbf781ad893c02329729f2d524ee0953
21032019,boots,871256e12,3851133,dove,personal care,skin cleansing,dove deeply nourishing body wash 500ml,01032019,2,great value,not a big fan of dove it doesnt have much of a wow factor i feel clean after using but based off commercials i cant help but feel disappointed especially for the price point i dont recommend this,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin cleansing,shower general,shower general,na,na,na,retailer core of the core,core of the core,false,0,75394d1b6b8609351c77f6958ddf5f62
21032019,boots,871256e12,3851133,dove,personal care,skin cleansing,dove deeply nourishing body wash 500ml,01032019,5,great value,my skin is soft after one wash of this stuff its crazy its not like oily or too drying either it actually does moisturize a lot and my first time buying it i was happy use it after a shave and my skin has never felt better,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin cleansing,shower general,shower general,na,na,na,retailer core of the core,core of the core,false,0,b1eb7ec45f02352d98a572b1ba1f83bc
21032019,boots,871256e12,3851133,dove,personal care,skin cleansing,dove deeply nourishing body wash 500ml,01032019,4,great value,been using this body wash recently and it works great skin is moisturized and pretty decent price,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin cleansing,shower general,shower general,na,na,na,retailer core of the core,core of the core,false,0,12d2a17a14a370d5a4474f027e22d2ab
21032019,boots,871256e12,3851133,dove,personal care,skin cleansing,dove deeply nourishing body wash 500ml,01032019,5,great value,i love this body soap because its like applying lotion in the shower i have really dry skin and when my skin wants to act up and just be dry i rely on this soap to give it extra hydration it smells nice and it keeps my skin moisturized,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin cleansing,shower general,shower general,na,na,na,retailer core of the core,core of the core,false,0,1c7dee194acd3d2629ae535fd8a32b64
21032019,boots,871256e12,3851133,dove,personal care,skin cleansing,dove deeply nourishing body wash 500ml,01032019,4,great value,it is very moisturizing it has such a pretty scent it as well keeps my skin moisturizer all day long,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin cleansing,shower general,shower general,na,na,na,retailer core of the core,core of the core,false,0,b63b8a9dec603b9952ae8913afb1c3f1
21032019,boots,871256e12,3851133,dove,personal care,skin cleansing,dove deeply nourishing body wash 500ml,01032019,3,great value,this is a pretty good body wash and it is cost friendly plus it gets the job done,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin cleansing,shower general,shower general,na,na,na,retailer core of the core,core of the core,false,0,c737fc0d93837ab9cfae337ab67e126f
21032019,boots,871091e12,7922086,simple,personal care,skin care,simple water boost micellar cleansing water sensitive skin 400ml,19022019,5,the best so far,ive been buying this on n off for months n always come back to this its also cleared my whiteheads up so i can definitely say for once i will not be changing to another,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin care,micellar,micellar,na,na,na,retailer core of the core,core of the core,false,0,506ab54c48fff3754db36a95313fb401
21032019,amazon,871764e12,b00oq3kbzg,sure,personal care,deodorants fragrances,sure maximum protection clean scent cream antiperspirant deodorant 45ml,20022019,5,good roll on dry and seems to help prevent perspiration,a lot better than wet roll ons and spray deodorant,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr1nndhsmho0of7refcmcrarpdrvwttlieutf8asinb00oq3kbzg,organic,parent,,deodorants fragrances,female antiperspirant deodorant,female antiperspirant deodorant,na,na,na,retailer core of the core,core of the core,true,0,75bb6dab94c8826d4a7f2a661d538450
21032019,amazon,871256e12,b0731bx4sh,comfort,homecare,laundry,comfort intense fresh sky fabric conditioner 38 wash 570ml,19022019,5,regular order,great,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrkmeu2c95eznrefcmcrarpdrvwttlieutf8asinb0731bx4sh,organic,parent,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,retailer core of the core,core of the core,true,0,da12bbc0c4723a4c0f3310164b22f5ca
21032019,amazon,871045e12,b07bnkmtmh,persil,homecare,laundry,persil powercaps non bio washing capsules 38 wash 1026g,20022019,5,great price,good quality easy to use does the job bobs your uncle,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrtpqhb321vb3jrefcmcrarpdrvwttlieutf8asinb07bnkmtmh,organic,child,,laundry,non bio washing capsules,non bio washing capsules,na,na,na,retailer core of the core,core of the core,true,0,587181531a57ad77f292232f9d16bbd8
21032019,amazon,871045e12,b07bnmh6s8,persil,homecare,laundry,persil powercaps bio washing capsules 38 wash 1026g,20022019,5,great price,good quality easy to use does the job bobs your uncle,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrtpqhb321vb3jrefcmcrarpdrvwttlieutf8asinb07bnmh6s8,organic,parent,,laundry,bio washing capsules,bio washing capsules,na,na,na,retailer core of the core,core of the core,true,0,676f8b090df2c45602196656df9737de
21032019,amazon,871045e12,b07ccnvlxy,persil,homecare,laundry,persil powercaps colour washing capsules 38 wash 1026g,20022019,5,great price,good quality easy to use does the job bobs your uncle,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrtpqhb321vb3jrefcmcrarpdrvwttlieutf8asinb07ccnvlxy,organic,child,,laundry,colour washing capsules,colour washing capsules,na,na,na,retailer core of the core,core of the core,true,0,fb8d26b51d82f3daee85ba8a23f75398
22032019,morrisons,871045e12,400123011,comfort,homecare,laundry,comfort perfume deluxe heavenly nectar fabric conditioner 58 wash 870ml,28022019,5,gorgeous smell,lovely similar to the luxurious scent,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,retailer core of the core,core of the core,false,0,3821f1c09685f385aabb4e3db089d2b4
22032019,morrisons,871091e12,358796011,cif,homecare,household care,cif power shine kitchen spray 700ml,25022019,4,great,actually works but it does streak a little,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,household care,cleaning spray,cleaning spray,na,na,na,retailer core of the core,core of the core,false,0,4ff43642a73e8b0dc87b8d56e54c4e23
22032019,morrisons,871257e12,113267011,knorr,foods,savoury,knorr rich beef stock pot 8 x 28g,11032019,5,best beef stock ever,it is rich and tasty very beefy love putting them into my stew,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,savoury,beef stockpotscubesextractliquidconcentrated,beef stockpotscubesextractliquidconcentrated,na,na,na,retailer core of the core,core of the core,false,0,a9b66fa88853407f545b4d4ffeee254a
22032019,morrisons,87121e12,280635011,pg tips,refreshment,tea,pg tips original 240 tea bags,10032019,1,what is going on with pg,tastes of nothing such a shame we used to buy nothing else not anymore,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,tea,black tea,black tea,na,na,na,retailer core of the core,core of the core,false,0,c197d4ab9d18dfbd679da02cda7b5860
22032019,superdrug,501145e12,949396,simple,personal care,skin care,simple kind to skin refreshing facial gel wash 150ml,20022019,4,fresh,this face wash left my face feeling really clean and fresh easy to use and easy to wash off again also the smell is really nice too i will definetley be using this from now on and i will recommend it to my friends and family this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wash,face wash,na,na,na,retailer core of the core,core of the core,false,0,d6bbec037bc2fccebe9ae6d1a2962521
22032019,superdrug,501145e12,949396,simple,personal care,skin care,simple kind to skin refreshing facial gel wash 150ml,20022019,4,great product and would defo but again,this is a really great product and i2019m very impressed with it so far it2019s effective and feels light on my skin i have quite sensitive skin and this is great for it so would defo buy again packaging is usual for simple products and clear and direct this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wash,face wash,na,na,na,retailer core of the core,core of the core,false,0,5b27e1f0b5e77c83eb516acedda1eb17
22032019,superdrug,501145e12,949396,simple,personal care,skin care,simple kind to skin refreshing facial gel wash 150ml,20022019,5,very kind to skin,i love simple products i have combination skin and simple products never cause me any breakouts and are very kind to my skin this face wash is very refreshing i use it as part of my morning routine and it leaves my skin feeling cleansed and fresh this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wash,face wash,na,na,na,retailer core of the core,core of the core,false,0,837fb6f5df2ca78507c5f96c593676fb
22032019,superdrug,501145e12,949396,simple,personal care,skin care,simple kind to skin refreshing facial gel wash 150ml,20022019,5,gentle to skin,i love this face wash like all simple products it is gentle on my skin and has not caused any reaction or redness however unlike some products for sensitive skin it actually manages to work well at the same time i2019ve found that it can also remove makeup well particularly stubborn eye makeup this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wash,face wash,na,na,na,retailer core of the core,core of the core,false,0,6c692cbe2e6ee92bd8e6b8cbe257845e
22032019,superdrug,501145e12,949396,simple,personal care,skin care,simple kind to skin refreshing facial gel wash 150ml,20022019,4,its fine,it2019s fine it does exactly what it says on the tin love that it2019s free of perfumes and paragons it2019s gentle and removed my make up like a champ i use it in the shower to save time but i found that while it didn2019t make my skin feel tight after win my skin didn2019t feel particularly refreshed it2019s fine it does the job this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wash,face wash,na,na,na,retailer core of the core,core of the core,false,0,9d2653a20a86a70b8b182fa6e310aaf2
22032019,superdrug,501145e12,949396,simple,personal care,skin care,simple kind to skin refreshing facial gel wash 150ml,20022019,5,a deep clean,after using this facial wash my skin felt extremely clean and fresh it really has deep cleaned my face and made my skin lovely and soft this facial wash doesnt contain any harsh chemicals which is great and really nice for your skin it lathers really nicely and washes off easily it is a fantastic price and does the job really well this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wash,face wash,na,na,na,retailer core of the core,core of the core,false,0,6a24300b5b3475d254f7ef289ba72391
22032019,superdrug,42182658,244451,vaseline,personal care,skin care,vaseline original petroleum jelly 250ml,20022019,5,helps acne scars,i came across an article to use vaseline on acne scars and irritated skin so i tried it out never would i think to do this i would think that this would clog my pores however it did the opposite i have been using this for a month now and it is life changing my scars have visibly faded i have gone to so many dermatologist and couldn2019t find any product that worked this well this is a game changer my friends please try it out,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,petroleum jelly,petroleum jelly,na,na,na,retailer core of the core,core of the core,false,0,15ceac974b359f3472f332462a22498f
22032019,superdrug,871256e12,451501,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,20022019,5,great product,i love the simple range the texture of the wipe is really pleasing they take off makeup great my face feels clean and moisturized after using them the added partnership with little mix is great for my daughter and encourages her to use them id definately buy them this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,9dee3ea3f52d6f0913c28f70d4b178cb
22032019,superdrug,871256e12,451501,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,20022019,5,so much use with one wipe no breakouts,always apprehensive when buying wipes as i break it so easily not only have i not broken out at all in the past 2 weeks of using them but they also take off all of my makeup without irritating my skin one wipe also goes a long way and i only ever need one when cleansing my face i have combination skin and it targets the dry skin but also helps with my oily areas this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,c034b99416900b442c6acdcd23534a72
22032019,superdrug,871256e12,451501,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,20022019,5,lovely and soft,i have been using these wipes twice a day for a couple days i use them to remove my make up every evening and also to freshen up a bit more in the mornings the wipes are so soft and thick they left my skin feeling mostirised took make up off easily even water proof mascara it didn2019t struggle at all when i had used a make up setting spray love these wipes would recommend and buy again this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,3af22f208fdb83d339c6f32039604f72
22032019,superdrug,871256e12,451501,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,20022019,5,easy make up removal,these arrived last week and ive been using them on an evening daily really impressed with how easily they lift off makeup and leave skin feeling it doesnt take a lot to lift the make up off so you dont have to spend hours scrubbing away at it would highly recommend first time ive woken up without small mascara reiments smudge under my eyes this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,5233b0929a7081e41e31381d1b2f1b59
22032019,superdrug,871256e12,451501,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,20022019,5,feel great on skin,i have been having a few problems with other makeup wipes recently as i am pregnant and my skin has become more sensitive leaving me with a bright red rash after removing makeup i have tried a number of different wipes and these are the first i have used that have not left my skin stinging or red they removed all of my makeup and left my skin feeling great this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,988cb87647857881a5d48548742f3b7a
22032019,superdrug,871256e12,451501,simple,personal care,skin care,simple x little mix micellar cleansing wipes 25 wipes,20022019,5,fresh and cleansing,fresh and cleansing make up wipes that leave your skin feeling clean and lightly moisturised quicker than a face wash and don2019t feel as harmful to skin as some soap products wipes stay fresh in their packet for a long period of time this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,face wipes,face wipes,na,na,na,retailer core of the core,core of the core,false,0,f4a00628b289d37c897d2a59d06e4834
